-0.0329787,-0.000565312,-0.00463369,0.000902796,-0.000497937,-0.59817,-0.00121786,-2.24474,-0.941768,4.20517,
-0.000134608,0.00600666,1.6285,0.00149914,0.000110453,-0.000800967,0.0334249,-0.000806844,-5.69149,1.59057,
0.00112703,0.0035909,2.57684,0.00121551,-0.000193555,-5.27492,0.0032507,-0.000319449,-0.00208783,0.650483,
-0.000964189,-0.0996022,4.03841,-0.17215,-1.61301,-1.23501,-0.000226884,-0.00109508,-0.578326,-0.0328093,
4.68101e-05,-0.000135452,1.72045,-0.00101085,-3.89479,0.000535892,2.16366,-0.000821929,-0.000188371,-0.000814571,
0.000684097,-0.00447953,0.000634622,-1.33944,-2.09813,-0.000536779,3.87449,-0.000810554,-0.00102267,0.00016589,
1.74457,0.000392361,0.217645,-4.19684,-0.000799196,0.000920475,1.54531,0.000625336,-0.000981676,-0.000249995,
3.92519,-1.42428,-0.000604294,-2.22306,0.000199714,-0.00092766,-0.00096486,-0.00169576,-0.000655303,-0.0235927,
1.33775,-4.82007,0.0588295,0.000380359,-0.000371533,0.00127985,0.0840438,2.20056,-0.00125962,-0.000929063,
-0.000802632,-1.44105,-0.00138437,-0.000453223,0.000690156,5.26937e-05,-0.000407226,4.12677,0.000170324,-1.73751,
0.00179244,0.000716747,0.00018509,4.1974e-05,0.000368316,0.488165,0.000389925,2.27145,0.550042,-4.35778,
-0.00704579,-0.00467608,-1.42807,-0.000322355,-0.000462052,0.00225359,-0.0216068,-0.0025147,4.56883,-1.72363,
-0.000101597,-0.00196134,-2.32063,-0.0010947,0.000996608,4.34768,-0.00177586,-0.00192345,-0.000267236,-0.817475,
0.000265699,0.0610779,-4.10326,0.0730499,1.83918,0.728632,0.000731636,0.000331118,0.48003,0.00622532,
-0.00182564,0.00140216,-1.32679,0.00035612,4.13639,0.000862694,-2.05939,-0.00213999,-0.000373815,-0.000212623,
-0.00124671,0.000133147,-0.00269162,1.00107,2.27151,0.00156859,-4.05729,-0.000966205,0.000561921,-0.000347789,
-2.07316,0.000562872,-0.0961913,3.8313,0.00106961,-1.10495e-05,-1.49173,-0.000299101,0.000237317,0.000245347,
-4.44185,1.23645,0.000563855,2.03529,0.0220698,0.000700985,0.000657095,-0.00149846,-0.000423197,0.0467861,
-1.52555,4.34484,-0.0475886,0.000405017,0.000451671,-0.000109371,-0.0131821,-2.04569,-0.000682073,2.57825e-05,
0.000641437,1.24299,-0.000702501,-0.000217335,0.000660814,-0.000276658,0.000226743,-4.19083,0.000567751,1.97656,
