0.455949,-0.973946,1.76559,3.11746,-0.94269,1.9117,-0.77354,-0.506486,-0.124714,-0.423508
-0.120057,0.630081,1.16212,-8.03345,0.394262,-0.146751,0.148999,0.281796,0.204722,0.987729
0.388507,-0.473946,-0.154911,-0.378661,2.49625,-0.406014,1.13028,-0.469331,-0.818769,-3.20927
-1.04305,0.928992,-0.00533523,1.06235,0.743064,0.144115,0.715597,-3.26819,-0.349558,0.749758
-0.0653183,-0.494254,8.30978,-0.140053,0.121834,0.151041,0.261766,0.0278088,0.218901,0.162199
0.587599,5.27181,-3.01533,-0.690608,-0.273219,-0.270677,0.202354,-0.321722,-0.177754,-0.429055
5.87973,-0.206896,-0.328649,-0.122983,-1.09095,0.218891,0.00762089,-0.301853,0.0465342,2.24428
-1.22506,6.77544,-0.0369786,0.919427,-0.0244385,0.0952986,-1.07282,0.982716,-0.427889,1.74602
0.658052,0.208929,0.803984,-0.266463,-0.520325,-0.11696,-3.0583,-1.16581,1.4467,-0.683234
0.589615,-0.839671,0.35149,-0.89906,-0.719765,-0.395743,7.8457,-0.426625,0.173873,-1.48385
3.44944,0.65825,-0.759899,0.101234,0.959686,0.27655,0.898778,-2.61529,0.246025,0.389636
0.0175983,0.170222,-0.577265,0.364063,-7.3753,0.190097,0.452919,0.497077,0.0286418,0.239595
-0.285597,0.652668,-0.238356,0.169636,0.931291,0.611684,-3.83423,0.54529,0.093239,-3.41006
-0.450081,1.22511,-0.666812,1.17159,-0.747908,0.0175724,0.0142283,2.02311,1.29656,-0.100261
-0.889179,-3.25602,-2.25346,1.02228,1.29306,0.354737,0.792238,1.58307,-0.305855,1.17316
-5.66327,-0.717788,0.669983,-0.974758,1.52547,-0.26296,-0.887679,-0.721597,-0.0591641,1.08379
-1.55398,-1.39691,-1.80125,2.03912,-0.628397,0.616207,-0.33864,0.426699,-0.675418,1.5888
-3.23367e-05,-1.02012,0.408355,-0.53511,-0.713869,-0.173555,-0.864974,6.20517,0.0952088,-0.612839
-0.500401,0.476292,-0.651699,0.188719,0.511966,-2.91689,0.485413,0.130453,0.376385,-0.294434
-0.00517489,0.838422,-0.579997,0.297085,0.304854,-0.378945,0.786332,0.171543,0.6266,-7.61486
